Annotation Specialist,Subjective Impression,OneWord,Song,Performer,Performer2,Performer3,Performer4,Performer5,label,label2,label3,label4,,producer,producer2,producer3,producer4,producer5,producer6,Producer7,Producer8,songwriters,songwriter2,songwriter3,songwriter4,songwriter5,songwriter6,songwriter7,songwriter8,songwriter9,songwriter10,songwriter11,songwriter12,songwriter13,songwriter14,songwriter15,songwriter16,songwriter17,songwriter18,songwriter19,songwriter20,songwriter21,songwriter22,songwriter23,songwriter24,songwriter25,songwriter26,songwriter27,songwriter28,songwriter29,songwriter30
Brad W,,,Lonely No More,Rob Thomas,,,,,Atlantic,Melisma,,,,Matt Serletic,,,,,,,,Rob Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Informer,Snow,,,,,EastWest,,,,,MC Shan,,,,,,,,Edmond Leary,Darrin O'Brien,Shawn Moltke,Terri Moltke,Jeffrey Silva (associate writer),,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Hey Mr. D.J.,Zhane,,,,,Flavor Unit,Epic,,,,Naughty by Nature,118th Street Productions,,,,,,,A. Bahr,V. Brown,A. Criss,K. Gist,R. Neufville,J. Norris,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Nobody Knows,The Tony Rich Project,,,,,LaFace,Arista,,,,Tony Rich,,,,,,,,Joe Rich,Don DuBose,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,I Belong To You (Every Time I See Your Face),Rome,,,,,RCA,,,,,Gerald Baillergeau,Victor Merritt,,,,,,,Jerome Woods,Gerald Baillergeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,It's Been Awhile,Staind,,,,,Flip,Elektra,,,,Josh Abraham,,,,,,,,Aaron Lewis,Mike Mushok,Johnny April,Jon Wysocki,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya","Sick bars, nice beat, hit it fergie!",Rips,Fergalicious,Fergie,will.i.am,,,,A&M,Interscope,,,,will.i.am,,,,,,,,Will Adams,Stacy Ferguson,Dania Maria Birks,Juana Michelle Burns,Juanita A. Lee,Kim Nazel,Fatima Shaheed,Derrick Rahming,Oscar Washington,Lewis P. Simpkins,Jimmy Forrest,Ryan Gallagher,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya","Nice slow song, I like the instrumentals and the vocals, very chill vibes",Rips,Hey There Delilah,Plain White T's,,,,,Hollywood,Fearless,,,,Ariel Rechtshaid,Sean O'Keefe,,,,,,,Tom Higgenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya",Nice beat works great for a dance song. Cool vocals,Rips,I Took A Pill In Ibiza,Mike Posner,,,,,Island,Rockland,Interscope,,,Mike Posner,SeeB,Martin Terefe,,,,,,Mike Posner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya","Great music, strong vocals, powerful music",Rips,If You Asked Me To,Celine Dion,,,,,MCA,,,,,Stewart Levine,Aaron Zigman,,,,,,,Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Fight Song,Rachel Platten,,,,,Columbia,,,,,Jon Levine,,,,,,,,Rachel Platten,Dave Bassett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya","An oldy but a goody, seems like a song you'd hear in a fallout game. A classic that slaps!",Rips,Let It Rock,Chuck Berry,,,,,Chess,,,,,"Leonard Chess, Phil Chess",,,,,,,,Chuck Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,More Than Words,Extreme,,,,,A&M,,,,,Michael Wagener,,,,,,,,Gary Cherone,Nuno Bettencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,If You Had My Love,Jennifer Lopez,,,,,Work,,,,,Rodney Jerkins,,,,,,,,Rodney Jerkins,LaShawn Daniels,Cory Rooney,Jennifer Lopez,Fred Jerkins III,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,My Love Is Your Love,Whitney Houston,,,,,Arista,,,,,Wyclef Jean,Jerry Duplessis,,,,,,,Wyclef Jean,Jerry Duplessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya","Love the guitar, great vocals, great lyrics",Rips,Kryptonite,3 Doors Down,,,,,Republic,Universal,,,,Paul Ebersold,,,,,,,,Brad Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Nothin',N.O.R.E.,,,,,Def Jam,,,,,The Neptunes,,,,,,,,Victor Santiago,Pharrell Williams,Chad Hugo,Greg Camp,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Sheniya","Nice vocals, powerful lyrics enhanced by the music",Rips,Grenade,Bruno Mars,,,,,Elektra,,,,,The Smeezingtons,,,,,,,,Bruno Mars,Philip Lawrence,Ari Levine,Brody Brown,Claude Kelly,Andrew Wyatt,,,,,,,,,,,,,,,,,,,,,,,,
"Brad W, Dan H",There's only one Flo and one Rida,rips,I Cry,Flo Rida,,,,,Poe Boy,Atlantic,,,,soFLY & Nius,The Futuristics,Calvin Harris,,,,,,Alex Schwartz,Joe Khajadourian,Brenda Russell,Jeff Hull,Maarten Hoogstraten,Paul Bäumer,Calvin Harris,Pierre-Antoine Melki,Raphaël Judrin,Scott Cutler,Tramar Dillard,,,,,,,,,,,,,,,,,,,
Brad W,,,It's Goin' Down,Descendants 2 Cast,,,,,Walt Disney,,,,,Armato,James,,,,,,,Antonina Armato,Tim James,Tom Sturges,Adam Schmalholz,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Gucci Gang,Lil Pump,,,,,Tha Lights Global,Warner,,,,Bighead,Gnealz,,,,,,,Gazzy Garcia,Brenden Murray,Gerrell Nealy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad W,,,Fireflies,Fleetwood Mac,,,,,Warner Bros.,,,,,Richard Dashut,Ken Caillat,Fleetwood Mac,,,,,,Stevie Nicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Sensational,Rips,Hate It Or Love It,The Game ,50 Cent,,,,G-Unit,Aftermath,Interscope,,,Cool & Dre,Dr. Dre,,,,,,,Jayceon Taylor,Curtis Jackson,Andre Lyon,Marcello Valenzano,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Locked Away,R. City ,Adam Levine,,,,Kemosabe,RCA,,,,Dr. Luke,Cirkut,,,,,,,Theron Thomas,Timothy Thomas,Lukasz Gottwald,Henry Walter,Toni Tennille,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Tears. Greatest Song of All Time,Rips,Hold My Hand,Michael Jackson  ,Akon,,,,Epic,,,,,Akon,Giorgio Tuinfort,Michael Jackson (co-producer),,,,,,Aliaune Thiam,Giorgio Tuinfort,Claude Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Catchy ,Rips,Old Town Road,Lil Nas X,Billy Ray Cyrus,,,,Columbia,,,,,YoungKio,Trent Reznor,Atticus Ross,,,,,,Montero Hill,Trent Reznor,Aticus Ross ,Kiowa Roukema,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Guitar part makes the song. Shoutout Santana,Rips,Wild Thoughts,DJ Khaled,Rihanna,Bryson TIller,,,We the Best,Epic,,,,PartyNextDoor,,,,,,,,Jahron Braithwaite,Khaled Khaled,Robyn Fenty,Bryson Tiller,Jerry Duplessis,Wyclef Jean,David McRae,Marvin Moore-Hough,Carlos Santana,,,,,,,,,,,,,,,,,,,,,
Casey,Party song,Rips,Lose Control,Missy Elliott ,Ciara,Fat Man Scoop,,,Goldmind,Atlantic,,,,Missy Elliott,,,,,,,,Melissa Elliott,Ciara Harris,Isaac Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Got overplayed and ruined the song,doesn't rip,Where Are U Now,Skrillex,Diplo ,Justin Bieber,,,Def Jam,,,,,BloodPop,Skrillex,,,,,,,Justin Bieber,Michael Tucker,Sonny Moore,Justin Tranter,Julia Michaels,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Enrique only makes hits,Rips,Tonight (I'm Lovin' You),Enrique Iglesias ,Ludacris,DJ Frank E,,,Universal Republic,Universal Music Latino,,,,DJ Frank E,,,,,,,,Enrique Iglesias,Jacob Luttrell,Lauren Christy,Christopher Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Classic,Rips,Move B***h,Ludacris,Mystikal,Infamous 2.0,,,Disturbing tha Peace,Def Jam,,,,KLC,,,,,,,,Jonathan Smith,Michael Tyler,Bobby Sandimanie,Craig Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,JT vocals hittin different,Rips,Where Is The Love?,The Black Eyed Peas,Justin Timberlake,,,,A&M,Will.i.am,Interscope,,,Will.i.am,Ron Fair,,,,,,,William Adams,apl.de.ap,Taboo,Justin Timberlake,Printz Board,Michael Fratantuno,George Pajon,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam... Absolute Jam,Rips,Mrs. Officer,Lil Wayne ,Bobby Valentino,Kidd Kidd,,,Cash Money ,Universal Motown,,,,Deezle,,,,,,,,Dwayne Carter,Robert Wilson,Darius Harrison,Curtis Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Classic,Rips,Wild Wild West,Will Smith ,Mystikal,Kool Mo Dee,,,Overbrook,Columbia,,,,Rob Fusari,,,,,,,,Kool Moe Dee ,Rob Fusari,Will Smith,Stevie Wonder,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Reminds me of Middle School,Rips,Turn Down For What,DJ Snake,Lil Jon,,,,Columbia,,,,,DJ Snake,Lil Jon,Tchami,,,,,,William Grigahcine,Steve Guess,Jonathan Smith,Martin Bresso,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Never heard of it,Rips,Never Forget You,Zara Larsson,MNEK,,,,TEN,Virgin EMI,Epic,,,MNEK,Astronomyy,,,,,,,Uzoechi Emenike,Zara Larsson,Arron Davey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Absolute Jam,Rips,Ms. New Booty,Bubba Sparxxx ,Yin Yang Twins,Mr.Collipark,,,Purple Ribbon,Virgin,,,,Mr. Collipark,,,,,,,,"Michael Crooms, Deongelo Holmes, Eric Jackson,  Warren Anderson Mathis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Ne-Yo has a damn good catelog,Rips,Time Of Our Lives,Pitbull,Ne-Yo,,,,Mr. 305,Polo Grounds,RCA,,,Dr. Luke,Cirkut,Lifted,"Michael ""Freakin"" Everett (melody)",,,,,Armando C. Pérez,Lukasz Gottwald,Henry Walter,Shaffer Smith,Vinay Rao,Stephan Taft,"Michael ""Freakin"" Everett",,,,,,,,,,,,,,,,,,,,,,,
Casey,Do the kodak dance,Rips,ZEZE,Kodak Black ,Travis Scott,Offset,,,Atlantic,,,,,D. A. Doman,,,,,,,,Bill Kapri,Jacques Webster II,Kiari Cephus,David Doman,Christina Gandy-Rodgers,Justin Thomas,Marcus Prince,,,,,,,,,,,,,,,,,,,,,,,
Casey,Paul Wall and Johnny Dang have sold so many Grillz because of this song,Rips,Grillz,Nelly ,Paul Wall,Ali,Gipp,,Universal,Fo' Reel Entertainment,Derrty Ent.,,,Jermaine Dupri,,,,,,,,"Cornell Haynes, Jr.",Jermaine Mauldin,Ali Jones,Cameron Gipp,James Phillips,Paul Slayton,Beyoncé Knowles,Kelendria Rowland,Tenitra Williams,Garrett Hamler,Rich Harrison,,,,,,,,,,,,,,,,,,,
Casey,Eh it aight,Doesnt RIp,G.D.F.R.,Flo Rida ,Sage the Gemini,Lookas,,,Atlantic,Poe Boy,,,,DJ Frank E,Andrew Cedar,Lookas,Miles Beard,,,,,Tramar Dillard,Dominic Woods,Lucas Rego,Mike Caren,Andrew Cedar,Charles W. Miller,Gerald Goldstein,Harold Brown,Howard E. Scott,Justin Franks,Lee Oskar,Leroy L. Jordan,B.B. Morris Dickerson,Sylvester Allen,,,,,,,,,,,,,,,,
Casey,RIP to one of the greatest. Hits to the core,RIps,What You Want,DMX ,Sisqo,,,,Ruff Ryders,Def Jam,,,,Nokio the N-Tity,,,,,,,,Earl Simmons,Mark Andrews,Tamir Ruffin,Phillip Weatherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Absolute Jam,Rips,Lollipop,Lil Wayne  ,Static Major,,,,Cash Money,Universal Motown,,,,Deezle,Jim Jonsin,,,,,,,Dwayne Carter,Stephen Garrett,Darius Harrison,Jim Jonsin,Rex Zamor,Marcus Cooper,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Classic,Rips,"Young, Wild & Free",Snoop Dogg,Wiz Khalifa,Bruno Mars,,,Atlantic,Rostrum,,,,The Smeezingtons,,,,,,,,Calvin Broadus,Cameron Thomaz,Peter Hernandez,Philip Lawrence,Ari Levine,Christopher Brown,Ted Bluechel,Marlon Barrow,Tyrone Griffin ,Nye Lee,Marquise Newman,Max Bennet,Larry Carlton,John Guerin,Joe Sample,Tom Scott,,,,,,,,,,,,,,
Casey,Jam,Rips,Hips Don't Lie,Shakira ,Wyclef Jean,,,,Epic,,,,,Shakira,Jerry Duplessis,Wyclef Jean,,,,,,Shakira ,Wyclef Jean,Omar Alfanno,Latavia Parker,Luis Dias,Jerry Duplessis,Archi Pena,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,RIps,It's Gonna Be Me,N Sync,,,,,Jive,,,,,Rami,,,,,,,,Max Martin,Andreas Carlsson,Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Absolute Jam. Big Dutty Rock,Rips,Get Busy,Sean Paul,,,,,VP,Atlantic,,,,Steven Marsden,,,,,,,,Sean Paul Henriques,"Steven ""Lenky"" Marsden",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,Hotel,Cassidy ,R.Kelly,,,,J,Full Surface,,,,Swizz Beatz,,,,,,,,Robert Kelly,Barry Reese,Kasseem Dean,B. Edwards,N. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,Hollaback Girl,Gwen Stefani,,,,,Interscope,,,,,The Neptunes,,,,,,,,Gwen Stefani,Pharrell Williams,Chad Hugo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Hits,Rips,Moment 4 Life,Nicki Minaj ,Drake,,,,Young Money,Cash Money,Universal Motown,,,T-Minus,,,,,,,,Onika Maraj,Aubrey Graham,Nikhil Seetharam,Tyler Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Good Feeling,Flo Rida,,,,,Atlantic,Poe Boy,,,,Dr. Luke,Cirkut,,,,,,,Etta James,Flo Rida,Tim Bergling,Arash Pournouri,Breyan Isaac,Cirkut,Leroy Kirkland,Dr. Luke,Pearl Woods,,,,,,,,,,,,,,,,,,,,,
Casey,Good hype song but gets overlplayed. will become novelty,Rips,Mo Bamba,Sheck Wes,,,,,Cactus Jack,GOOD,Interscope,,,16yrold,Take a Daytrip,,,,,,,Khadimou Fall,Jerry Cruz,Denzel Baptise,David Biral,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,I'm Yours,Elvis Presley,,,,,RCA Victor,,,,,Steve Sholes,Joseph Lilley,,,,,,,Don Robertson,Hal Blair,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Give It To Me,The Mob,Jim Holvay,Mike Sistak,Al Herrera,Jimmy Ford,Colossus Record Corp.,Metro-Goldwyn-Mayer,Jerry Ross Productions,Legacy Music,,Jerry Ross,,,,,,,,Gary Biesbier ,James Holvay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Classic,Rips,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,,,,,Parlophone,,,,,Chris Lord-Alge,Roger Davies,,,,,,,Lulu,Billy Lawrie,Steve DuBerry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Same sample as Dr. Dre,Rips,Hit 'Em Up Style (Oops!),Blu Cantrell,,,,,Arista,,,,,Dallas Austin,,,,,,,,Dallas Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Ushers best song at Super Bowl,Rips ,Love In This Club,Usher ,Young Jeezy,,,,LaFace,,,,,Polow da Don,,,,,,,,Usher Raymond,Polow da Don,Young Jeezy,Lamar Taylor,Ryon Lovett,Keith Thomas,Darnell Dalton,,,,,,,,,,,,,,,,,,,,,,,
Casey,yung gerald got a few good ones,Rips,"Me, Myself & I",G-Eazy ,Bebe Rexha,,,,BPG,RVG,RCA,,,Bleta Rexha,Michael Keenan,,,,,,,Blete Rexha,Thomas Barnes,Gerald Gillum,Lauren Christy,Michael Keenan,Ben Kohn,Christoph Andersson,Peter Kelleher,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,Love On The Brain,Rihanna,,,,,Westbury Road,Roc Nation,,,,Fred Ball,,,,,,,,Fred Ball,Joseph Angel,Robyn Fenty,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Heartbreak Hotel,The Jacksons,,,,,Epic,,,,,The Jacksons,,,,,,,,Michael Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Hold You Tight,Tara Kemp,,,,,Giant,,,,,Jake Smith,Tuhin Roy,,,,,,,Jake Smith,Tuhin Roy,William Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Classic,Rips,Hip Hop Hooray,Naughty By Nature,,,,,Tommy Boy Records,,,,,DJ Kay Gee,,,,,,,,Ronald Isley,Chris Jasper,O'Kelly Isley Jr.,Marvin Isley,Vincent Brown,Anthony Chriss,Keir Gist,Ernie Isley,,,,,,,,,,,,,,,,,,,,,,
Casey,Not for me,Doesnt Rip,London Bridge,Fergie,,,,,A&M,Interscope,will.i.am,,,Polow da Don,,,,,,,,Stacy Ferguson,Jamal Jones,Sean Garrett,Mike Hartnett,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Makes Me Wonder,Maroon 5,,,,,A&M Octone,,,,,Mark Endert,Maroon 5,,,,,,,Adam Levine,Jesse Carmichael,Mickey Madden,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casey, Sheniya","Classic, powerful lyrics and instruments, absolutely fuckin slaps",Rips,Just Give Me A Reason,P!nk ,Nate Reuss,,,,RCA,,,,,Jeff Bhasker,,,,,,,,Pink,Jeff Bhasker,Nate Ruess,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,I Don't Mind,James Brown,The Famous Flames,,,,King,,,,,Gene Redd,,,,,,,,James Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Yeah you know me,Rips,O.P.P.,Naughty By Nature,,,,,Tommy Boy,,,,,Naughty by Nature,,,,,,,,Vincent Brown,Anthony Criss,Keir Gist,The Corporation,Herb Rooney,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Gotta Tell You,Samantha Mumba,,,,,Polydor,Wildcard,,,,Bag & Arnthor,,,,,,,,Anders Bagge,Arnthor Birgisson,Samantha Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,My Humps,The Black Eyed Peas,,,,,A&M,Interscope,will.i.am,,,will.i.am,,,,,,,,William Adams,David Payton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,RIps,Lights,Ellie Goulding,,,,,Polydor,,,,,"Richard ""Biff"" Stannard",Ash Howes,,,,,,,Ellie Goulding,Richard Stannard,Ash Howes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Nostalgia,Rips,Glad You Came,The Wanted,,,,,Island,Global Talent,Mercury,,,Steve Mac,,,,,,,,Steve Mac,Wayne Hector,Ed Drewett,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Fallin',Connie Francis,,,,,MGM Records K 12713,,,,,Morty Kraft,,,,,,,,Neil Sedaka,Howard Greenfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Finally,T.G. Sheppard,,,,,Warner Bros.,Curb,,,,Buddy Killen,,,,,,,,Gary Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,I Don't Have The Heart,James Ingram,,,,,Warner Bros.,,,,,Thom Bell,James Ingram,,,,,,,Allan Rich,Jud Friedman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Have I Told You Lately,Rod Stewart,,,,,Mercury,,,,,Van Morrison,,,,,,,,Van Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Never Lie,Immature,,,,,MCA,,,,,Claudio Cueni,Chris Stokes,,,,,,,Claudio Cueni,Chris Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,Everytime We Touch,Cascada,,,,,Robbins,,,,,"Manuel ""Manian"" Reuter","Yann ""Yanou"" Peifer",,,,,,,Stuart Mackilliop,Maggie Reilly,Peter Risavy,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casey, Sheniya",An absolute bop and a great feel good song. Fuckin GOATED,Rips,F**kin' Perfect,P!nk,,,,,LaFace,Jive,,,,Max Martin,Shellback,,,,,,,Alicia Moore,Max Martin,Karl Schuster,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,I'm The Only One,Glee Cast,Noah Puckerman,,,,Island,,,,,Hugh Padgham,Melissa Ethridge,,,,,,,Melissa Ethridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Hits the Soul,Rips,Kiss From A Rose,Seal,,,,,ZTT,Sire,Warner Bros.,,,Trevor Horn,,,,,,,,Henry Samuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,RIps,Loungin,LL Cool J,,,,,Def Jam,Capitol,PolyGram,,,"Rashad ""Ringo"" Smith",LL Cool J,Trackmasters (Remix),,,,,,James Smith,"Rashad ""Ringo"" Smith",Albert Brown,Kyle West (album version),Samuel Barnes,Jean-Claude Olivier,Leonard White,Bernard Wright (remix),,,,,,,,,,,,,,,,,,,,,,
Casey,Damnit Bobby,,It's Not Right But It's Okay,Whitney Houston,,,,,Arista,,,,,Darkchild,,,,,,,,LaShawn Daniels,Rodney Jerkins,Fred Jerkins III,Isaac Phillips,Toni Estes,Whitney Houston,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,Just A Lil Bit,50 Cent,,,,,Shady,Aftermath,Interscope,Universal,,Scott Storch,,,,,,,,Curtis Jackson,Scott Storch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,I'm N Luv (Wit A Stripper),T-Pain ,Mike Jones,,,,Konvict,Jive,Zomba,,,T-Pain,,,,,,,,Faheem Najm,Mike Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,Irreplaceable,Beyonce,,,,,Columbia,,,,,Stargate,Beyoncé Knowles,Ne-Yo,,,,,,Mikkel S. Eriksen,Tor Erik Hermansen,Espen Lind,Amund Bjorklund,Beyonce Knowles,Shaffer 'Ne-Yo' Smith,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Let You Down,NF,,,,,Capitol,Caroline,NF Real Music LLC,,,David Garcia,Profitt,,,,,,,Nate Feuerstein,Tommee Profitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,,,,,Giant,Reprise,Warner Bros.,,,Cassandra Mills,Hitman Howie Tee,Ross Sloane,Dr. Freeze,,,,,Elliot Straite,Color Me Badd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Just A Friend ,Mario,,,,,J,,,,,"Warryn ""Baby Dubb"" Campbell",,,,,,,,"Warryn ""Baby Dubb"" Campbell",Harold Lilly,John Smith,Biz Markie,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,Get It Poppin',Fat Joe,Nelly,,,,Terror Squad,,,,,Scott Storch,Dre,,,,,,,Joseph Cartagena,Dre,Scott Storch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Jam,Rips,You Make Me Wanna...,Usher,,,,,LaFace,Arista,,,,Jermaine Dupri,Manuel Seal,,,,,,,Usher,Jermaine Dupri,Manuel Seal,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You Mean The World To Me,David Houston,,,,,Epic,,,,,Billy Sherrill,,,,,,,,Billy Sherrill,Glenn Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You Need To Calm Down,Taylor Swift,,,,,Republic,,,,,Taylor Swift,Joel Little,,,,,,,Taylor Swift,Joel Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You Sang To Me,Marc Anthony,,,,,Columbia,,,,,Anthony,Rooney,,,,,,,Marc Anthony,Cory Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You Want This/70's Love Groove,Janet Jackson,,,,,Virgin,,,,,Janet Jackson,Jimmy Jam & Terry Lewis,,,,,,,Janet Jackson,James Harris III,Claydes Smith,"Dennis ""D.T."" Thomas",Donald Boyce,George Brown,Richard Westfield,"Robert ""Kool"" Bell","Robert ""Spike"" Mickens",Ronald Bell,Richard Dean Taylor,Frank Wilson,Pam Sawyer,Henry Cosby,Deke Richards,Terry Lewis,,,,,,,,,,,,,,
Casey,,,You'll See,Madonna,,,,,Maverick,Warner Bros.,,,,Madonna,David Foster,,,,,,,Madonna,David Foster,Paz Martinez (Spanish version),,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,Rips,You're Beautiful,James Blunt,,,,,Atlantic,Custard,,,,Tom Rothrock,,,,,,,,James Blunt,Sacha Skarbek,Amanda Ghost,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You're In Love,Ratt,,,,,Atlantic,,,,,Beau Hill,,,,,,,,Juan Croucier,Stephen Pearcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You're Makin' Me High/Let It Flow,Toni Braxton,,,,,LaFace,Arista,,,,Babyface,Bryce Wilson,,,,,,,Kenneth Edmonds,Bryce Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You're Still The One,Shania Twain,,,,,Mercury,,,,,"Robert John ""Mutt"" Lange",,,,,,,,Shania Twain,"Robert John ""Mutt"" Lange",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You're The One,Guerilla Black ,Mario Winans,,,,Guerilla Black,,,,,Mario Winans,,,,,,,,Charles Williamson,Mario Winans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,You,Bonnie Raitt,,,,,Redwing,,,,,Bonnie Raitt,,,,,,,,Bonnie Raitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Nostalgia.. Hits the soul,Rips,Young Forever,Jay-Z,Mr.Hudson ,,,,Roc Nation,Atlantic,,,,Kanye West,,,,,,,,Shawn Carter,Marian Gold,Bernhard Lloyd,Frank Mertens,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,,Youngblood,5 Seconds Of Summer,,,,,Capitol,,,,,Andrew Watt,Louis Bell,,,,,,,Calum Hood,Ali Tamposi,Andrew Watt,Ashton Irwin,Luke Hemmings,Louis Bell,,,,,,,,,,,,,,,,,,,,,,,,
Casey,,rips,What's It Gonna Be?!,Busta Rhymes ,Janet Jackson,,,,Flipmode,Elektra,,,,"Darrell ""Delite"" Allamby",,,,,,,,Trevor Smith,Darrell Allamby,Antoinette Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey,Absolute Jam,Rips,What's Luv?,Fat Joe ,Ashanti,,,,Atlantic,Terror Squad,,,,Irv Gotti,Chink Santana,,,,,,,Joseph Cartagena,Irving Lorenzo,Jeffrey Atkins,Andre Parker,Christopher Rios,Terry Britten,,,,,,,,,,,,,,,,,,,,,,,,
